mondo id	mondo label	phenotypes to high-level hpo	histopheno	of body system or component	of developmental or physiological process	of etiologic mechanism	of genetic or genomic mechanism	of primarily extrinsic mechanism	of molecular mechanism
MONDO:0010953	Fanconi anemia complementation group E	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Neoplasm; Abnormal cellular phenotype; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	blood; genitourinary_system; skeletal_system; musculature; head_neck; integument; nervous_system; metabolism_homeostasis; immune_system; eye; growth; neoplasm; endocrine; ear	musculoskeletal system disorder; immune system disorder; hematologic disorder	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0012186	Fanconi anemia complementation group I	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormal cellular phenotype; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; skeletal_system; nervous_system; musculature; blood; eye; genitourinary_system; immune_system; endocrine; ear; growth; integument; metabolism_homeostasis; digestive_system	musculoskeletal system disorder; immune system disorder; hematologic disorder	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0013499	Fanconi anemia complementation group P	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Neoplasm; Abnormal cellular phenotype; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck	head_neck; skeletal_system; musculature; integument; genitourinary_system; blood; growth; nervous_system; metabolism_homeostasis; digestive_system; neoplasm; immune_system; ear	musculoskeletal system disorder; immune system disorder; hematologic disorder	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0008115	Feingold syndrome type 1	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the voice; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	head_neck; digestive_system; musculature; skeletal_system; nervous_system; genitourinary_system; ear; immune_system; blood; respiratory; prenatal_or_birth; integument; growth	syndromic disease			hereditary disease		
MONDO:0859220	Ferguson-Bonni neurodevelopmental syndrome	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; musculature; eye; skeletal_system; nervous_system; digestive_system; ear; genitourinary_system; respiratory; connective_tissue	nervous system disorder			hereditary disease		
MONDO:0010318	FG syndrome 4	Abnormality of the nervous system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; musculature; skeletal_system; eye; digestive_system; ear	syndromic disease			hereditary disease		
MONDO:0010592	focal dermal hypoplasia	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Abnormality of the thoracic cavity; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	musculature; skeletal_system; head_neck; digestive_system; integument; eye; connective_tissue; nervous_system; genitourinary_system; ear; respiratory; neoplasm; growth; breast; blood; endocrine		disorder of development or morphogenesis		hereditary disease		
MONDO:0054737	Fraser syndrome 1	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; digestive_system; skeletal_system; genitourinary_system; musculature; nervous_system; ear; eye; respiratory; integument; blood; immune_system; endocrine; connective_tissue; prenatal_or_birth; breast	disorder of orbital region; syndromic disease; disorder of visual system	disorder of development or morphogenesis		hereditary disease		
MONDO:0012324	Frias syndrome	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the eye	head_neck; skeletal_system; musculature; eye; nervous_system; ear; endocrine; integument; genitourinary_system; digestive_system; growth; connective_tissue; prenatal_or_birth		disorder of development or morphogenesis		chromosomal disorder		
MONDO:0007636	frontorhiny	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; musculature; skeletal_system; nervous_system; eye; digestive_system; integument; connective_tissue; ear; neoplasm; endocrine; respiratory	musculoskeletal system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0014395	frontotemporal dementia and/or amyotrophic lateral sclerosis 2	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the digestive system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of the eye	nervous_system; head_neck; musculature; eye; genitourinary_system; digestive_system; ear	nervous system disorder	psychiatric disorder		hereditary disease		
MONDO:0009257	galactose epimerase deficiency	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	digestive_system; nervous_system; metabolism_homeostasis; endocrine; genitourinary_system; blood; musculature; growth; head_neck; integument; immune_system; eye; ear	disorder of orbital region; disorder of visual system	metabolic disease		hereditary disease		
MONDO:0033009	Galloway-Mowat syndrome 5	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; genitourinary_system; musculature; skeletal_system; eye; metabolism_homeostasis; ear; integument; digestive_system	syndromic disease			hereditary disease		
MONDO:0859146	growth restriction, hypoplastic kidneys, alopecia, and distinctive facies	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the immune system; Abnormality of the eye	head_neck; nervous_system; eye; digestive_system; skeletal_system; genitourinary_system; blood; musculature; growth; integument; metabolism_homeostasis; immune_system; endocrine; connective_tissue				hereditary disease		
MONDO:0013050	lethal polymalformative syndrome, Boissel type	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the voice; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system	head_neck; skeletal_system; musculature; nervous_system; digestive_system; growth; integument; genitourinary_system; blood; ear; connective_tissue		disorder of development or morphogenesis		hereditary disease		
MONDO:0014911	growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	nervous_system; metabolism_homeostasis; digestive_system; endocrine; musculature; head_neck; growth; blood; skeletal_system; integument; genitourinary_system; immune_system; ear; prenatal_or_birth	syndromic disease			hereditary disease		
MONDO:0012634	craniofacial dysplasia - osteopenia syndrome	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; skeletal_system; musculature; digestive_system; integument; nervous_system; eye; blood; ear; connective_tissue; genitourinary_system; endocrine		disorder of development or morphogenesis		hereditary disease		
MONDO:0014379	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; nervous_system; musculature; skeletal_system; digestive_system; eye; integument; growth; genitourinary_system; ear; immune_system; respiratory; endocrine; connective_tissue; prenatal_or_birth; breast	syndromic disease; nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0958186	hematuria, benign familial, 2	Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system	genitourinary_system; metabolism_homeostasis; nervous_system; head_neck; blood; ear				hereditary disease		
MONDO:0013135	familial hemophagocytic lymphohistiocytosis 5	Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormal cellular phenotype; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	blood; immune_system; metabolism_homeostasis; digestive_system; head_neck; respiratory; skeletal_system; nervous_system; endocrine; musculature; ear	syndromic disease; immune system disorder			hereditary disease		
MONDO:0009337	Hennekam lymphangiectasia-lymphedema syndrome 1	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; skeletal_system; digestive_system; musculature; nervous_system; immune_system; metabolism_homeostasis; genitourinary_system; integument; respiratory; ear; connective_tissue; eye; blood; endocrine; prenatal_or_birth; growth	syndromic disease; cardiovascular disorder; immune system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0014454	Hennekam lymphangiectasia-lymphedema syndrome 2	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; digestive_system; skeletal_system; immune_system; musculature; respiratory; ear; nervous_system; integument; eye; metabolism_homeostasis; connective_tissue; growth	syndromic disease; cardiovascular disorder; immune system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0011273	H syndrome	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; musculature; skeletal_system; integument; digestive_system; immune_system; genitourinary_system; endocrine; connective_tissue; blood; metabolism_homeostasis; nervous_system; eye; respiratory; ear; growth; breast	integumentary system disorder; immune system disorder; respiratory system disorder			hereditary disease		
MONDO:0032787	holoprosencephaly 12 with or without pancreatic agenesis	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	head_neck; nervous_system; musculature; digestive_system; skeletal_system; endocrine; ear; metabolism_homeostasis; growth; integument; eye	syndromic disease; nervous system disorder; endocrine system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0011678	homozygous 11P15-p14 deletion syndrome	Growth abnormality; Abnormality of the digestive system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system	digestive_system; metabolism_homeostasis; genitourinary_system; blood; nervous_system; head_neck; endocrine; ear; growth				chromosomal disorder		
MONDO:0013772	Huppke-Brendel syndrome	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the eye	nervous_system; head_neck; eye; metabolism_homeostasis; blood; musculature; ear				hereditary disease		
MONDO:0014085	hydrocephalus, nonsyndromic, autosomal recessive 2	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	nervous_system; head_neck; eye; musculature; skeletal_system; blood; ear	nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0014869	hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the cardiovascular system	blood; metabolism_homeostasis; digestive_system; prenatal_or_birth; nervous_system; respiratory; growth; genitourinary_system; endocrine		metabolic disease; disorder of development or morphogenesis; mitochondrial disease		hereditary disease		
MONDO:0100255	adenosine kinase deficiency	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	nervous_system; metabolism_homeostasis; blood; musculature; head_neck; digestive_system; endocrine; skeletal_system; eye; ear; growth	nervous system disorder	metabolic disease		hereditary disease		
MONDO:0007765	hyperostosis cranialis interna	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the eye	head_neck; nervous_system; eye; musculature; skeletal_system; ear; blood				hereditary disease		
MONDO:0014102	hypogonadotropic hypogonadism 17 with or without anosmia	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck	head_neck; skeletal_system; nervous_system; genitourinary_system; digestive_system; endocrine; musculature; ear	syndromic disease; reproductive system disorder; endocrine system disorder			hereditary disease		
MONDO:0014103	hypogonadotropic hypogonadism 18 with or without anosmia	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck	skeletal_system; head_neck; endocrine; musculature; nervous_system; genitourinary_system; digestive_system; ear	syndromic disease; reproductive system disorder; endocrine system disorder			hereditary disease		
MONDO:0014105	hypogonadotropic hypogonadism 19 with or without anosmia	Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck	skeletal_system; head_neck; musculature; genitourinary_system; digestive_system; endocrine; ear	syndromic disease; reproductive system disorder; endocrine system disorder			hereditary disease		
MONDO:0007844	hypogonadotropic hypogonadism 2 with or without anosmia	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; nervous_system; skeletal_system; genitourinary_system; digestive_system; musculature; endocrine; growth; eye; ear; breast	syndromic disease; reproductive system disorder; endocrine system disorder			hereditary disease		
MONDO:0014107	hypogonadotropic hypogonadism 21 with or without anosmia	Abnormality of the nervous system; Growth abnormality; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of head or neck	head_neck; skeletal_system; musculature; nervous_system; digestive_system; endocrine; ear; growth	syndromic disease; reproductive system disorder; endocrine system disorder			hereditary disease		
MONDO:0009482	hypogonadotropic hypogonadism 3 with or without anosmia	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the eye	head_neck; nervous_system; genitourinary_system; skeletal_system; digestive_system; musculature; eye; endocrine; ear	syndromic disease; reproductive system disorder; endocrine system disorder			hereditary disease		
MONDO:0859167	hypokalemic tubulopathy and deafness	Abnormality of the nervous system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system	nervous_system; metabolism_homeostasis; blood; endocrine; head_neck; genitourinary_system; ear				hereditary disease		
MONDO:0009430	hypophosphatemic rickets, autosomal recessive, 1	Abnormality of head or neck; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the musculoskeletal system	skeletal_system; musculature; head_neck; metabolism_homeostasis; blood; nervous_system; ear	musculoskeletal system disorder			hereditary disease		
MONDO:0010619	X-linked dominant hypophosphatemic rickets	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	musculature; skeletal_system; nervous_system; metabolism_homeostasis; head_neck; blood; genitourinary_system; digestive_system; connective_tissue; endocrine; growth; immune_system; ear	musculoskeletal system disorder			hereditary disease		
MONDO:0032805	hypopigmentation, organomegaly, and delayed myelination and development	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	integument; nervous_system; head_neck; growth; eye; digestive_system; musculature; prenatal_or_birth; skeletal_system; genitourinary_system; blood; immune_system; endocrine				hereditary disease		
MONDO:0026731	hypothyroidism, congenital, nongoitrous, 8	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the digestive system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of head or neck	blood; endocrine; nervous_system; skeletal_system; head_neck; metabolism_homeostasis; genitourinary_system; digestive_system; musculature	endocrine system disorder			hereditary disease		
MONDO:0011245	ichthyosis, hystrix-like, with hearing loss	Abnormality of limbs; Abnormality of the integument; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of the ear; Abnormality of head or neck; Abnormality of the immune system; Abnormality of the eye	integument; head_neck; immune_system; skeletal_system; nervous_system; eye; neoplasm; musculature; ear; connective_tissue	integumentary system disorder; syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0032798	ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facial features	Abnormality of the nervous system; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; integument; eye; musculature; genitourinary_system; digestive_system; ear				hereditary disease		
MONDO:0100213	IFAP syndrome 1, with or without BRESHECK syndrome	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	integument; head_neck; nervous_system; musculature; skeletal_system; digestive_system; eye; genitourinary_system; immune_system; connective_tissue; growth; respiratory; ear; prenatal_or_birth	integumentary system disorder; syndromic disease			hereditary disease		
MONDO:0970994	immunodeficiency 120	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Neoplasm; Abnormal cellular phenotype; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the immune system	immune_system; blood; nervous_system; head_neck; metabolism_homeostasis; digestive_system; respiratory; ear; skeletal_system; integument; neoplasm; musculature; growth	immune system disorder			hereditary disease		
MONDO:0013353	intellectual disability, anterior maxillary protrusion, and strabismus	Abnormality of head or neck; Abnormality of the nervous system; Abnormality of the eye; Abnormality of the musculoskeletal system	head_neck; nervous_system; eye; skeletal_system; digestive_system; musculature				hereditary disease		
MONDO:0013802	infantile cerebellar-retinal degeneration	Abnormality of the nervous system; Growth abnormality; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; eye; musculature; growth; skeletal_system; ear	disorder of orbital region; nervous system disorder; disorder of visual system	metabolic disease		hereditary disease		
MONDO:0024568	infantile liver failure syndrome 1	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck	nervous_system; musculature; skeletal_system; head_neck; digestive_system; blood; endocrine; metabolism_homeostasis; ear; growth	digestive system disorder; endocrine system disorder			hereditary disease		
MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the eye	head_neck; nervous_system; skeletal_system; growth; musculature; ear; integument; eye; digestive_system; blood; metabolism_homeostasis; endocrine; genitourinary_system; prenatal_or_birth	syndromic disease; endocrine system disorder			hereditary disease		
MONDO:0032687	intellectual developmental disorder with abnormal behavior, microcephaly, and short stature	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	head_neck; nervous_system; digestive_system; skeletal_system; musculature; integument; ear; eye; growth; endocrine				hereditary disease		
MONDO:0044319	intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system	head_neck; musculature; skeletal_system; nervous_system; digestive_system; ear; growth; integument; genitourinary_system; connective_tissue	syndromic disease; nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0032897	intellectual developmental disorder with hypotonia and behavioral abnormalities	Abnormality of the nervous system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	nervous_system; head_neck; eye; digestive_system; genitourinary_system; musculature; skeletal_system; ear				hereditary disease		
MONDO:0010417	syndromic X-linked intellectual disability Najm type	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; musculature; eye; skeletal_system; digestive_system; growth; ear; integument; respiratory	syndromic disease; nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0014376	intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the eye	head_neck; digestive_system; integument; skeletal_system; musculature; growth; nervous_system; genitourinary_system; endocrine; ear; eye; connective_tissue	musculoskeletal system disorder; syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0859303	intellectual developmental disorder with ocular anomalies and distinctive facial features	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	head_neck; nervous_system; eye; skeletal_system; integument; musculature; ear				hereditary disease		
MONDO:0030913	intellectual disability, autosomal dominant 48	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	nervous_system; head_neck; musculature; skeletal_system; digestive_system; ear; immune_system; integument; respiratory; connective_tissue; genitourinary_system; eye; metabolism_homeostasis; endocrine; prenatal_or_birth; growth	syndromic disease; nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0032485	intellectual developmental disorder 61	Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of head or neck; Abnormality of the eye	head_neck; nervous_system; digestive_system; eye; integument; musculature	nervous system disorder			hereditary disease		
MONDO:0014354	intellectual disability, autosomal recessive 43	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; musculature; integument; skeletal_system; eye; digestive_system; ear; growth	nervous system disorder	metabolic disease		hereditary disease		
MONDO:0014649	intellectual disability, autosomal recessive 50	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; skeletal_system; eye; musculature; ear	nervous system disorder	metabolic disease		hereditary disease		
MONDO:0032662	intellectual developmental disorder, autosomal recessive 67	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; eye; skeletal_system; musculature; ear; neoplasm; growth	nervous system disorder	metabolic disease		hereditary disease		
MONDO:0010488	intellectual disability, X-linked 100	Abnormality of head or neck; Abnormality of the nervous system	nervous_system; head_neck	nervous system disorder			hereditary disease		
MONDO:0030907	intellectual disability, X-linked 106	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; eye; digestive_system; skeletal_system; nervous_system; genitourinary_system; musculature; integument; ear	nervous system disorder			hereditary disease		
